fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol_target,quality
1.461307425201124,2.582188997692909,2.509205573162542,-0.7855898067675886,10.595817538367742,-0.7245740686335413,-0.9255803719496686,0.6018524457129839,-1.9914339631602251,5.37018615129878,9.1,0.1984325842391439
0.2970317965761465,-0.9088634470893463,0.6347454522021526,-0.911432045121562,-0.4728719301216315,0.4348783013729291,0.48398797378981523,-1.3290453458893894,-1.8662951269909502,-0.7584332921274624,11.4,-0.9486799188652264
0.14179504609281668,-0.35764464001846374,0.5653210032776941,1.3537282452499606,-0.7096353412123133,-1.0144371611351588,-0.4259865278901047,0.525545488312905,-1.303170364229214,-0.48904342648235266,10.8,-2.095792421969597
-0.4791519558405053,1.847230588265066,-0.2677723838158121,-0.21929973417470786,-0.7096353412123133,-0.6666014501332178,-0.6757834499198867,-1.4418469350895318,-0.6774761833828393,0.5885160360980852,12.9,0.1984325842391439
-0.2462968301155092,0.3773137694093795,-1.0314413219848595,1.5634653091732498,-0.680039914825978,1.652303289879723,1.2512213771670027,0.9402572133134104,-0.8651844376367503,-0.28700102724852067,9.4,-0.9486799188652264
-0.2462968301155092,-0.5413842423754247,-0.4066212816647299,-0.0515100830360766,-0.9463987523029951,0.3189330643722821,0.3412468754870827,0.03120911211229487,-0.36462909295965046,1.261990700210859,10.7,1.3455450873435142
1.2284522994761293,1.847230588265066,-1.0314413219848595,-0.5339053300596417,0.8293268308771187,-0.31876573913127665,0.2520336890478749,1.152589616513665,0.07335683363281058,0.049736304807866505,9.6,-0.9486799188652264
0.14179504609281668,-0.48013770825643776,-0.19834793489135355,-0.3661156789210103,-0.23610851903094962,-0.9564645426348354,-0.7649966363590945,-1.0636298418890526,-0.9903232738060254,-0.5563908928936301,11.4,0.1984325842391439
1.8493993014094499,0.2548207011714055,-0.05949903704243571,-0.6178001556289573,1.1844719475131413,-0.8405193056341883,-1.1932199312672922,1.15922500411368,-0.17692083870573938,1.127295767388304,10.0,1.3455450873435142
0.5298869223011425,-0.5107609753159312,-0.4066212816647299,-0.7226686875906019,-0.8872078995303248,0.5508235383735761,1.322591926318369,-0.49962189588837863,-1.1154621099753004,-0.9604756913612943,11.2,0.1984325842391439
-0.1686784548738443,-1.1538495835652942,-0.2677723838158121,1.9409920242351701,-0.14732223987194407,-0.08687526512998259,0.5910437975168646,1.0663295777135824,-1.6160174546524002,-0.9604756913612943,9.0,1.3455450873435142
0.06417667085115109,0.8672860423612747,0.009925411882023203,-0.7016949811982729,0.1782274503777435,0.02906997187066446,-1.1040067448280844,0.8539971745133277,0.5113427602252716,0.7905584353319176,10.0,1.3455450873435142
0.37465017181781207,-0.41889117413745075,2.0232344306913297,1.3747019516422894,-0.29529937180362015,1.9421663823813409,1.1263229161521118,1.15922500411368,-0.9277538557213892,-0.48904342648235266,8.9,-0.9486799188652264
-0.2462968301155092,1.1122721788372227,-0.4760457305891888,-0.5968264492366283,0.740540551718113,-1.1883550166361294,-1.407331578721391,0.711336341113137,1.5124534495794715,-0.21965356083724324,11.0,-0.9486799188652264
2.159872802376111,0.5610533717663401,0.07934986080648211,-0.5758527428442994,1.1548765211268062,-0.1448478836303061,-0.47951443975362945,1.225578880113755,0.010787415548174476,0.9926008345657499,10.0,-0.9486799188652264
0.06417667085115109,0.3160672352903925,0.3570476565043174,-0.911432045121562,-0.3840856509626259,0.3189330643722821,-0.05129114484543179,-1.229514531889277,1.0744675229870104,-0.35434849365979815,12.7,2.4926575904478847
0.8403604232678035,-0.7251238447323856,0.14877430973094102,-0.911432045121562,-0.3840856509626259,-0.6086288316328943,0.0022367670180929136,-0.665506585888566,-1.3657397823138502,-0.42169596007107557,10.2,0.1984325842391439
-0.09106007963217941,0.5610533717663401,2.0232344306913297,1.3327545388576318,-0.32489479818995537,1.3624401973781055,0.6980996212439141,0.8938095001133433,-0.6774761833828393,-0.5563908928936301,8.7,-0.9486799188652264
2.159872802376111,-0.17390503766150311,1.0512921457489057,-0.5968264492366283,0.858922257263454,-0.9564645426348354,-1.4787021278727572,1.6402906051142971,0.8867592687330965,1.8007704315010784,10.5,1.3455450873435142
-0.3239152053571748,0.009834564695457867,0.8430187989755294,0.2421218064565281,-0.11772681348560882,-0.1448478836303061,0.7159422585317556,0.2634476781125941,-0.4897679291289254,-0.8257807585387398,9.6,-0.9486799188652264
-0.4015335805988397,-0.05141196942352912,0.14877430973094102,0.2421218064565281,0.3262045823094198,0.26096044587195855,0.7159422585317556,0.23690612771253466,-0.6774761833828393,-0.35434849365979815,9.3,0.1984325842391439
0.06417667085115109,1.1122721788372227,0.009925411882023203,-0.7016949811982729,0.41499086146842556,1.188522341877135,-0.8185245482226192,-0.17448790348798177,0.7616204325638215,1.9354653643236326,12.9,0.1984325842391439
-0.2462968301155092,-0.11265850354251612,-0.4066212816647299,-0.6597475684136151,-0.7688261939849838,-1.1303823981358059,-0.22971751772384746,-1.2096083690892323,-0.9903232738060254,-0.7584332921274624,11.1,0.1984325842391439
-0.09106007963217941,1.602244451789118,-2.142232504776201,-0.6597475684136151,0.6813496989454424,-0.3767383576316002,-1.407331578721391,0.14401070131243707,1.1370369410716465,0.5211685696868078,10.9,0.1984325842391439
-0.4015335805988397,-0.9701099812083334,-0.12892348596689462,0.2001743936718704,-0.23610851903094962,0.5508235383735761,2.4109928008767048,0.2966246161126316,0.4487733421406355,-0.08495862801468837,10.0,-0.9486799188652264
-0.8672438320488312,-1.03135651532732,0.7041699011266116,2.0248868498044854,-0.680039914825978,-0.1448478836303061,0.14497786532082546,0.7080186473131111,-2.179142217414136,-0.42169596007107557,9.5,-0.9486799188652264
-0.7896254568071656,-0.6638773106133985,0.2876232075798585,2.465334684043393,-0.5024673565079667,0.37690568287260556,0.2520336890478749,1.5772544229142111,0.07335683363281058,-0.6910858257161849,8.8,0.1984325842391439
4.022713808176076,0.07108109881444452,1.1901410435978237,-0.5968264492366283,0.6813496989454424,-0.20282050213062963,-0.8363671855104607,1.5573482601141666,-0.6149067652982004,1.4640330994446913,10.4,0.1984325842391439
0.5298869223011425,0.7447929741233011,0.5653210032776941,0.97620153018804,3.315342647329278,-0.6666014501332178,1.2155361025913196,1.0331526397135449,-0.9903232738060254,0.5885160360980852,9.5,-0.9486799188652264
