Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Sex_F,Sex_I,Sex_M
0.21017452411541743,0.36972535125872075,-0.347950166,-0.323164183,-0.325406936,-0.405129979,-0.212132364,0,1,0
-0.419444477,-0.542386195,-0.936082061,-0.665985406,-0.480126407,-0.820931565,-0.712418711,0,1,0
-1.846580881,-1.859880652,-1.641840336,-1.388249704,-1.354627764,-1.346395109,-1.391378754,1,0,0
-2.098428481,-2.11324497,-1.759466715,-1.453355219,-1.363597009,-1.533734286,-1.462848232,0,1,0
-0.251546077,-0.289021877,-0.112697408,-0.409632444,-0.437522494,-0.350299,-0.176397625,0,0,1
-0.167596877,-0.289021877,-0.465576545,-0.481858874,-0.453218673,-0.341160504,-0.426540798,0,1,0
1.0916411262112828,0.927126852,0.9459400038029744,1.1895217478813451,0.6612099804896115,1.2169531354249714,1.4674003738552532,1,0,0
-0.335495277,-0.18767615,-0.347950166,-0.487962516,-0.329891558,-0.364006745,-0.855357668,0,1,0
0.042276124,0.21770676014143156,0.4754344875448625,-0.216350449,-0.177414398,-0.487376446,0.002276071,0,1,0
-0.965114279,-1.099787696,-0.936082061,-1.116637637,-1.054158067,-1.131640444,-1.087633472,0,1,0
0.5459713249138418,0.4710710786702469,0.4754344875448625,0.5272765957734727,0.6253330017169355,0.3716422168878363,0.37391735741469784,0,0,1
0.29412372431502376,0.11636103272990543,0.004928971,0.012536124242622224,0.23965547991066852,0.30310349376320367,-0.283601842,0,1,0
0.25214912421522057,0.521743942,0.12255535035127811,0.14172987895491074,0.10735912068642593,-0.208652306,0.263139666,0,1,0
-0.923139679,-0.998441969,-0.818455682,-0.95896022,-0.86804624,-0.894039537,-1.05904568,0,1,0
-1.216961879,-1.251806287,-1.171334819,-1.221416824,-1.166273626,-1.296133379,-1.15910295,0,1,0
0.16819992401561426,0.11636103272990543,-0.347950166,0.2922863805093888,-0.033906483,-0.062436363,0.46682767907304573,0,0,1
0.6299205251134481,0.6737625334932986,2.122203794448255,0.6635912660998242,0.7239946933417946,0.38991920972107164,0.8599098091660557,0,0,1
1.6792855276085263,1.5858740801970328,1.6516982781901424,2.668637648288176,3.0021828454067196,2.7979130154998293,1.881923347407882,1,0,0
-0.335495277,-0.643731923,0.4754344875448625,0.077641638,-0.233472178,0.038087098,0.5668849485512666,0,1,0
-0.041673076,-0.289021877,-0.112697408,-0.505256168,-0.493580274,-0.22236005,-0.462275538,0,0,1
-0.755241278,-0.74507765,-0.818455682,-0.971167504,-0.917377086,-1.195609919,-0.901812828,0,1,0
